"Geo_Code","Prov_Name","CSD_Name","total_pop","median_income","female_ratio","0_14y_ratio","15_24y_ratio","25_44y_ratio","45_over_ratio","non_movers_ratio","trade_cert_ratio","non_uni_dip_ratio","uni_dip_ratio","total_postsec_ratio","primary_ind_ratio","year","period"
"1006028","Newfoundland and Labrador","MILLERTOWN","228","  0",0.4889,0.2444,0.2,0.2,0.3556,0.8065,0.0741,0.0741,0,0.1481,0.2222,1981,0
"1006029","Newfoundland and Labrador","DIVISION NO. 6, SUBD. A","275","  0",0.4815,0.3519,0.2037,0.2963,0.1852,0.6957,0,0.0645,0,0.0645,0.3889,1981,0
"1006031","Newfoundland and Labrador","BUCHANS"," 1655","19244",0.4834,0.2568,0.2175,0.2598,0.2598,0.7273,0.0303,0.1313,0.0707,0.2323,0.4662,1981,0
"1007001","Newfoundland and Labrador","DIVISION NO. 7, SUBD. M"," 3033","13165",0.4803,0.3076,0.1776,0.2467,0.2582,0.819,0.0199,0.1165,0.0199,0.1562,0.1726,1981,0
"1007006","Newfoundland and Labrador","DIVISION NO. 7, SUBD. L"," 1564"," 9997",0.492,0.3163,0.1693,0.2364,0.2716,0.7398,0.0506,0.1292,0.0281,0.2079,0.1964,1981,0
"1007009","Newfoundland and Labrador","DIVISION NO. 7, SUBD. K"," 1240","12722",0.4879,0.3185,0.1653,0.2419,0.2581,0.6942,0.0282,0.162,0.0141,0.2042,0.0704,1981,0
"1007011","Newfoundland and Labrador","CLARENVILLE"," 2878","20176",0.5139,0.2917,0.1615,0.2986,0.25,0.6101,0.0367,0.1977,0.0904,0.3249,0,1981,0
"1007012","Newfoundland and Labrador","SHOAL HARBOUR"," 1000","16683",0.48,0.27,0.195,0.295,0.235,0.6209,0.0488,0.1707,0.0244,0.2439,0,1981,0
"1007014","Newfoundland and Labrador","DIVISION NO. 7, SUBD. J"," 1023","10333",0.4804,0.2451,0.1716,0.201,0.3775,0.7245,0,0.0672,0.0373,0.1045,0.2097,1981,0
"1007015","Newfoundland and Labrador","TRINITY, TRINITY BAY","  375","11356",0.5,0.2838,0.1486,0.2297,0.3649,0.8472,0.0408,0.0408,0,0.0816,0.0645,1981,0
"1007016","Newfoundland and Labrador","PORT REXTON","  489"," 8414",0.4694,0.2449,0.1327,0.2449,0.398,0.8172,0.0294,0.1176,0,0.1471,0.0606,1981,0
"1007017","Newfoundland and Labrador","LITTLE CATALINA","  750","12147",0.4899,0.2886,0.1946,0.2416,0.302,0.8952,0,0.0938,0,0.0938,0.0638,1981,0
"1007018","Newfoundland and Labrador","DIVISION NO. 7, SUBD. I","137","  0",0.5556,0.2593,0.1852,0.2593,0.3333,0.7419,0,0.1667,0,0.1667,0.1364,1981,0
"1007019","Newfoundland and Labrador","PORT UNION","  671","12450",0.5113,0.3008,0.203,0.2481,0.2632,0.7619,0.0247,0.1975,0,0.2222,0.0541,1981,0
"1007020","Newfoundland and Labrador","ELLISTON","  527","10974",0.4952,0.2,0.181,0.2286,0.3905,0.7768,0.0541,0.0676,0.0405,0.1622,0.0769,1981,0
"1007021","Newfoundland and Labrador","CATALINA"," 1162","21028",0.4893,0.279,0.1803,0.2489,0.2961,0.6761,0.0137,0.137,0.0274,0.1781,0.0337,1981,0
"1007023","Newfoundland and Labrador","BONAVISTA"," 4460","14016",0.4865,0.2545,0.1749,0.2489,0.3217,0.7714,0.0189,0.1065,0.0189,0.1443,0.0746,1981,0
"1007024","Newfoundland and Labrador","DIVISION NO. 7, SUBD. G","  647","10731",0.4961,0.2481,0.1705,0.1938,0.3876,0.7752,0,0.0698,0,0.0698,0.1224,1981,0
"1007025","Newfoundland and Labrador","KEELS","129","  0",0.48,0.24,0.24,0.2,0.36,0.9286,0,0,0,0,0.3,1981,0
"1007026","Newfoundland and Labrador","DUNTARA","124","  0",0.44,0.28,0.16,0.16,0.36,0.9677,0,0,0,0,0.4,1981,0
"1007027","Newfoundland and Labrador","KING'S COVE","  253","16658",0.4902,0.2353,0.1569,0.2353,0.2745,0.8478,0.069,0.069,0.1379,0.2759,0,1981,0
"1007028","Newfoundland and Labrador","DIVISION NO. 7, SUBD. F"," 1381","11926",0.4873,0.2873,0.2,0.2218,0.3055,0.8259,0.018,0.0898,0.012,0.1198,0.236,1981,0
"1007029","Newfoundland and Labrador","PLATE COVE EAST","172","  0",0.4118,0.1765,0.2647,0.2059,0.3529,0.875,0.087,0.087,0,0.1739,0.3077,1981,0
"1007030","Newfoundland and Labrador","PLATE COVE WEST","  302","18844",0.4333,0.35,0.1833,0.2833,0.2333,0.8475,0,0,0.0556,0.0556,0.5714,1981,0
"1007031","Newfoundland and Labrador","DIVISION NO. 7, SUBD. E"," 3313","10992",0.4864,0.2825,0.1934,0.2523,0.2704,0.7713,0.0101,0.1106,0.0101,0.1307,0.1942,1981,0
"1007032","Newfoundland and Labrador","MUSGRAVETOWN","  635","12414",0.4882,0.2598,0.1575,0.2441,0.3228,0.7258,0,0.037,0.0494,0.0864,0.1429,1981,0
"1007036","Newfoundland and Labrador","PORT BLANDFORD","  702","15596",0.4857,0.2786,0.1857,0.2286,0.3143,0.9037,0.0588,0.0824,0.0235,0.1647,0.0408,1981,0
"1007037","Newfoundland and Labrador","TRAYTOWN","  383","10096",0.5065,0.2338,0.2208,0.2338,0.2857,0.7969,0,0.1304,0,0.1304,0,1981,0
"1007038","Newfoundland and Labrador","DIVISION NO. 7, SUBD. D","  338","13762",0.4853,0.1912,0.1471,0.1618,0.4853,0.7971,0,0.1633,0,0.1633,0.5,1981,0
"1007039","Newfoundland and Labrador","SANDY COVE","  187","16963",0.5,0.2368,0.1316,0.2368,0.3158,0.4231,0,0.1739,0,0.1739,0.25,1981,0
"1007040","Newfoundland and Labrador","TERRA NOVA","62"," 0",0.5,0.0833,0.3333,0.0833,0.5,0.8571,0,0,0,0,0.5714,1981,0
"1007041","Newfoundland and Labrador","HAPPY ADVENTURE","  352","11526",0.4857,0.2429,0.2,0.2,0.3714,0.7344,0.0435,0.0652,0.0435,0.1522,0.1304,1981,0
"1007042","Newfoundland and Labrador","EASTPORT","  597"," 9497",0.5,0.2417,0.1833,0.2167,0.375,0.7522,0,0.1,0.0875,0.1875,0.0513,1981,0
"1007043","Newfoundland and Labrador","SANDRINGHAM","271","  0",0.5,0.3333,0.1481,0.2963,0.2222,0.6279,0,0.25,0,0.25,0.2857,1981,0
"1007044","Newfoundland and Labrador","GLOVERTOWN"," 2165","14861",0.4931,0.2824,0.1713,0.2593,0.287,0.6997,0.0075,0.1015,0.0489,0.1579,0.0816,1981,0
"1007045","Newfoundland and Labrador","DIVISION NO. 7, SUBD. N","0","..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,0
"1007046","Newfoundland and Labrador","SALVAGE","  244","10921",0.5,0.2917,0.2083,0.2083,0.375,0.8889,0,0,0,0,0.4,1981,0
"1007047","Newfoundland and Labrador","GAMBO"," 2932","14651",0.5034,0.3294,0.186,0.2526,0.2355,0.7326,0.0272,0.1269,0.0211,0.1752,0.043,1981,0
"1007048","Newfoundland and Labrador","ST. BRENDAN'S","  468","14602",0.4731,0.2473,0.2688,0.1828,0.2796,0.8372,0,0.1636,0.0364,0.2,0.2564,1981,0
"1007049","Newfoundland and Labrador","HARE BAY"," 1520","13903",0.5033,0.3191,0.1809,0.2697,0.227,0.7419,0.0229,0.1371,0.0114,0.1714,0.125,1981,0
"1007051","Newfoundland and Labrador","DIVISION NO. 7, SUBD. B","0","..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,0
"1007052","Newfoundland and Labrador","CENTREVILLE","  604","13748",0.5124,0.314,0.1653,0.2727,0.2397,0.7156,0,0.1912,0.0294,0.2206,0,1981,0
"1007053","Newfoundland and Labrador","TRINITY, BONAVISTA BAY","  522","11600",0.4808,0.3173,0.1538,0.2788,0.2692,0.6848,0,0.127,0.0635,0.1905,0.0714,1981,0
"1007054","Newfoundland and Labrador","GREENSPOND","  423","16485",0.4643,0.2738,0.1548,0.2738,0.3333,0.7564,0,0.0526,0.0351,0.0877,0.0606,1981,0
"1007055","Newfoundland and Labrador","WAREHAM","  458","15108",0.4725,0.3736,0.2308,0.2308,0.1978,0.7692,0,0.0833,0,0.0833,0.1304,1981,0
"1007056","Newfoundland and Labrador","DIVISION NO. 7, SUBD. A","110","  0",0.4783,0.3043,0.2174,0.2174,0.3043,0.9167,0,0.1429,0,0.1429,0.375,1981,0
"1007057","Newfoundland and Labrador","DOVER","  925","13109",0.4703,0.3459,0.2162,0.2432,0.1892,0.8563,0.0319,0.0532,0.0426,0.1277,0.1569,1981,0
"1007058","Newfoundland and Labrador","BADGER'S QUAY-VALLEYFIELD-POOL'S ISLAND"," 1566","11636",0.4856,0.2843,0.1885,0.2332,0.2971,0.7549,0.0208,0.0938,0,0.1146,0.092,1981,0
"1007059","Newfoundland and Labrador","WESLEYVILLE"," 1225","20877",0.4959,0.2602,0.1789,0.2439,0.3171,0.8299,0.0192,0.0897,0.0769,0.1859,0.1226,1981,0
"1007061","Newfoundland and Labrador","NEWTOWN","  511","19759",0.5049,0.2524,0.165,0.2233,0.3592,0.8316,0,0.1045,0.0746,0.1791,0.186,1981,0
"1007064","Newfoundland and Labrador","MELROSE","  416","21132",0.494,0.3373,0.2048,0.2892,0.1687,0.6786,0,0.1277,0,0.1277,0.0606,1981,0
"1007067","Newfoundland and Labrador","INDIAN BAY","192","  0",0.4737,0.2632,0.1316,0.3421,0.2105,0.9143,0,0,0,0,0.1333,1981,0
"1008001","Newfoundland and Labrador","DIVISION NO. 8, SUBD. M","  246","11171",0.4898,0.3265,0.2041,0.2041,0.2653,0.8667,0,0.0741,0,0.0741,0.2353,1981,0
"1008004","Newfoundland and Labrador","LUMSDEN","  645","17637",0.4806,0.2946,0.1938,0.2481,0.2713,0.8491,0,0.1538,0.0641,0.2179,0.1887,1981,0
"1008006","Newfoundland and Labrador","MUSGRAVE HARBOUR"," 1554","11161",0.5016,0.3087,0.164,0.2315,0.283,0.7018,0.0112,0.0559,0.0335,0.1006,0.3118,1981,0
"1008008","Newfoundland and Labrador","DIVISION NO. 8, SUBD. L"," 4420","11111",0.4887,0.3688,0.181,0.2455,0.2059,0.7582,0.0109,0.0719,0.0131,0.0959,0.2297,1981,0
"1008011","Newfoundland and Labrador","CARMANVILLE","  966","11495",0.4897,0.3093,0.1443,0.2629,0.2887,0.6723,0,0.0508,0.1186,0.1695,0.0606,1981,0
"1008020","Newfoundland and Labrador","DIVISION NO. 8, SUBD. N","  781","12700",0.4615,0.3077,0.25,0.2115,0.2436,0.7868,0,0.0341,0,0.0341,0.2075,1981,0
"1008021","Newfoundland and Labrador","FOGO"," 1105","19251",0.4796,0.3167,0.1991,0.2398,0.2443,0.788,0.016,0.088,0.048,0.152,0.119,1981,0
"1008022","Newfoundland and Labrador","JOE BATT'S ARM-BARR'D ISLANDS"," 1155","12522",0.4632,0.2944,0.1905,0.2208,0.303,0.8794,0.0278,0.0417,0.0139,0.0833,0.2687,1981,0
"1008023","Newfoundland and Labrador","TILTING","  427","13574",0.4302,0.314,0.1744,0.2442,0.2674,0.7889,0,0.0962,0.0385,0.1346,0.0769,1981,0
"1008024","Newfoundland and Labrador","CHANGE ISLANDS","  580","11995",0.4914,0.2845,0.1638,0.2672,0.2931,0.819,0,0.0685,0.0411,0.1096,0.3913,1981,0
"1008025","Newfoundland and Labrador","SELDOM-LITTLE SELDOM","  560","11341",0.4821,0.3661,0.1964,0.2321,0.2232,0.9327,0.0328,0.0328,0,0.0656,0.225,1981,0
"1008026","Newfoundland and Labrador","DIVISION NO. 8, SUBD. I","  339","11330",0.5,0.2353,0.1912,0.2206,0.3529,0.8929,0,0.0455,0,0.0455,0.381,1981,0
"1008027","Newfoundland and Labrador","DURRELL"," 1145","10983",0.4652,0.2609,0.1739,0.2522,0.3,0.7819,0,0.0897,0.0138,0.1034,0.2949,1981,0
"1008028","Newfoundland and Labrador","TWILLINGATE"," 1506","15656",0.5132,0.2517,0.1854,0.2649,0.298,0.7178,0.0155,0.1295,0.0311,0.1762,0.0917,1981,0
"1008029","Newfoundland and Labrador","CROW HEAD","  318","14360",0.4921,0.2698,0.1587,0.2857,0.2857,0.6389,0,0.0976,0,0.0976,0.1875,1981,0
"1008030","Newfoundland and Labrador","BAYVIEW","  625","16078",0.48,0.304,0.232,0.264,0.2,0.888,0,0.0278,0,0.0278,0.0889,1981,0
"1008031","Newfoundland and Labrador","DIVISION NO. 8, SUBD. H"," 3397","14418",0.4779,0.3103,0.1794,0.2588,0.2456,0.7508,0.0228,0.0608,0.0203,0.1038,0.2523,1981,0
"1008032","Newfoundland and Labrador","COTTLESVILLE","  409","15563",0.4878,0.3659,0.1829,0.2561,0.1951,0.9048,0.0714,0,0.0476,0.119,0.0952,1981,0
"1008033","Newfoundland and Labrador","SUMMERFORD"," 1198","13363",0.4812,0.3515,0.1967,0.2845,0.1715,0.6667,0,0.0775,0.0543,0.1318,0.3099,1981,0
"1008036","Newfoundland and Labrador","DIVISION NO. 8, SUBD. G","  619"," 9283",0.5081,0.3145,0.1774,0.2177,0.2903,0.8364,0.0571,0.1,0,0.1571,0.2727,1981,0
"1008037","Newfoundland and Labrador","CAMPBELLTON","  703","14468",0.5177,0.3262,0.1844,0.2695,0.227,0.7209,0.0253,0.1139,0,0.1392,0.2083,1981,0
"1008038","Newfoundland and Labrador","BIRCHY BAY","  707","15245",0.4823,0.3901,0.1986,0.2411,0.156,0.6496,0,0.1449,0,0.1449,0.2683,1981,0
"1008039","Newfoundland and Labrador","COMFORT COVE-NEWSTEAD","  706"," 9657",0.4752,0.3333,0.2057,0.2199,0.2553,0.7627,0.0256,0.0641,0,0.0897,0.2667,1981,0
"1008040","Newfoundland and Labrador","GAY SIDE","  356","13143",0.493,0.3944,0.1831,0.2535,0.1549,0.9508,0,0.1143,0,0.1143,0.619,1981,0
"1008042","Newfoundland and Labrador","DIVISION NO. 8, SUBD. F"," 1143","14303",0.4868,0.3377,0.1886,0.2632,0.2149,0.6512,0.0236,0.1339,0.0157,0.1732,0.1096,1981,0
"1008043","Newfoundland and Labrador","EMBREE","  846","13712",0.506,0.3452,0.1667,0.25,0.2321,0.6,0.0215,0.129,0.0215,0.172,0.2439,1981,0
